9312	688615023	XR_659857	XR_659857.1	7955
516	532004077	XM_005346158	XM_005346158.1	79684
516	532004075	XM_005346157	XM_005346157.1	79684
516	532004073	XM_005346156	XM_005346156.1	79684
516	672045025	XM_008761678	XM_008761678.1	10116
516	672045023	XM_008761677	XM_008761677.1	10116
516	672045021	XM_008761676	XM_008761676.1	10116
516	672045019	XM_008761675	XM_008761675.1	10116
516	672045017	XM_008761674	XM_008761674.1	10116
516	672045015	XM_008761673	XM_008761673.1	10116
516	589941463	XM_006983392	XM_006983392.1	230844
516	589941461	XM_006983391	XM_006983391.1	230844
516	589941459	XM_006983390	XM_006983390.1	230844
516	589941457	XM_006983389	XM_006983389.1	230844
516	589941455	XM_006983388	XM_006983388.1	230844
516	589941453	XM_006983387	XM_006983387.1	230844
516	589941451	XM_006983386	XM_006983386.1	230844
516	259953925	GQ502182	GQ502182.2	10116
516	47477768	BC070885	BC070885.1	10116
516	31543763	NM_171983	NM_171983.2	10116
516	586451956	XM_006834837	XM_006834837.1	185453
516	755783962	XM_003995946	XM_003995946.3	9685
516	755783960	XM_006939528	XM_006939528.2	9685
516	755783957	XM_006939527	XM_006939527.2	9685
516	755783954	XM_003995945	XM_003995945.3	9685
516	755783951	XM_003995944	XM_003995944.3	9685
516	591304104	XM_007078808	XM_007078808.1	74533
516	524971343	XM_005085478	XM_005085478.1	10036
516	524971341	XM_005085477	XM_005085477.1	10036
516	524971339	XM_005085476	XM_005085476.1	10036
516	524971337	XM_005085475	XM_005085475.1	10036
516	524971335	XM_005085474	XM_005085474.1	10036
516	3462886	AF084186	AF084186.1	10116
516	685591610	XM_003911222	XM_003911222.2	9555
516	685591608	XM_009188091	XM_009188091.1	9555
516	685591606	XM_009188090	XM_009188090.1	9555
516	685591605	XM_003911220	XM_003911220.2	9555
516	685591604	XM_003911221	XM_003911221.2	9555
516	685591602	XM_009188089	XM_009188089.1	9555
516	685591600	XM_009188088	XM_009188088.1	9555
516	685591598	XM_009188087	XM_009188087.1	9555
516	685591596	XM_009188086	XM_009188086.1	9555
516	685591594	XM_009188085	XM_009188085.1	9555
516	685591592	XM_009188084	XM_009188084.1	9555
516	685591590	XM_009188081	XM_009188081.1	9555
516	685591588	XM_009188080	XM_009188080.1	9555
516	585683429	XM_006892491	XM_006892491.1	28737
516	585683427	XM_006892490	XM_006892490.1	28737
516	585683423	XM_006892489	XM_006892489.1	28737
516	564261175	XM_006269428	XM_006269428.1	8496
516	564261173	XM_006269427	XM_006269427.1	8496
516	564261171	XM_006269426	XM_006269426.1	8496
516	564261169	XM_006269425	XM_006269425.1	8496
516	557283006	XM_006024329	XM_006024329.1	38654
516	557283004	XM_006024328	XM_006024328.1	38654
516	557283002	XM_006024327	XM_006024327.1	38654
516	557283000	XM_006024326	XM_006024326.1	38654
516	557282998	XM_006024325	XM_006024325.1	38654
516	557282996	XM_006024324	XM_006024324.1	38654
516	557282994	XM_006024323	XM_006024323.1	38654
516	678012363	XM_009083309	XM_009083309.1	57068
17474	558100869	XM_006082958	XM_006082958.1	59463
27830	145553996	NM_001085355	NM_001085355.1	10090
27830	26093702	AK049919	AK049919.1	10090
27830	26093201	AK048918	AK048918.1	10090
27830	22038493	AC084826	AC084826.4	10090
27830	82654642	AC166064	AC166064.4	10090
3402	83318690	CT009635	CT009635.18	10090
3402	57863218	AC154679	AC154679.2	10090
3402	755500610	XM_011239789	XM_011239789.1	10090
3402	133893139	NM_024254	NM_024254.3	10090
3402	15214556	BC012402	BC012402.1	10090
3402	13096839	BC003216	BC003216.1	10090
3402	74220288	AK152570	AK152570.1	10090
3402	74219818	AK168639	AK168639.1	10090
3402	74193289	AK151464	AK151464.1	10090
3402	74181338	AK150905	AK150905.1	10090
3402	26331753	AK036861	AK036861.1	10090
3402	12846253	AK010654	AK010654.1	10090
3402	51593582	BC080661	BC080661.1	10090
3402	672046602	XM_006234712	XM_006234712.2	10116
3402	172354613	NM_001109645	NM_001109645.2	10116
3402	23894529	AL683897	AL683897.5	10090
3402	524921123	XM_005064776	XM_005064776.1	10036
3402	694662348	XM_009487931	XM_009487931.1	36300
4594	83318690	CT009635	CT009635.18	10090
4594	57863218	AC154679	AC154679.2	10090
4594	755500610	XM_011239789	XM_011239789.1	10090
4594	133893139	NM_024254	NM_024254.3	10090
4594	15214556	BC012402	BC012402.1	10090
4594	13096839	BC003216	BC003216.1	10090
4594	74219818	AK168639	AK168639.1	10090
4594	74193289	AK151464	AK151464.1	10090
4594	74181338	AK150905	AK150905.1	10090
4594	26331753	AK036861	AK036861.1	10090
4594	12846253	AK010654	AK010654.1	10090
4594	51593582	BC080661	BC080661.1	10090
4594	74220288	AK152570	AK152570.1	10090
4594	524921123	XM_005064776	XM_005064776.1	10036
4594	23894529	AL683897	AL683897.5	10090
4594	23894529	AL683897	AL683897.5	10090
405	83318690	CT009635	CT009635.18	10090
405	57863218	AC154679	AC154679.2	10090
405	755500610	XM_011239789	XM_011239789.1	10090
405	133893139	NM_024254	NM_024254.3	10090
405	15214556	BC012402	BC012402.1	10090
405	13096839	BC003216	BC003216.1	10090
405	74219818	AK168639	AK168639.1	10090
405	74193289	AK151464	AK151464.1	10090
405	74181338	AK150905	AK150905.1	10090
405	26331753	AK036861	AK036861.1	10090
405	12846253	AK010654	AK010654.1	10090
405	51593582	BC080661	BC080661.1	10090
405	74220288	AK152570	AK152570.1	10090
405	672046602	XM_006234712	XM_006234712.2	10116
405	172354613	NM_001109645	NM_001109645.2	10116
405	298916388	FQ219931	FQ219931.1	10116
405	674064975	XM_008841146	XM_008841146.1	1026970
405	674064973	XM_008841145	XM_008841145.1	1026970
405	23894529	AL683897	AL683897.5	10090
405	23894529	AL683897	AL683897.5	10090
26394	83318690	CT009635	CT009635.18	10090
26394	57863218	AC154679	AC154679.2	10090
26394	755500610	XM_011239789	XM_011239789.1	10090
26394	133893139	NM_024254	NM_024254.3	10090
26394	15214556	BC012402	BC012402.1	10090
26394	13096839	BC003216	BC003216.1	10090
26394	74220288	AK152570	AK152570.1	10090
26394	74219818	AK168639	AK168639.1	10090
26394	74193289	AK151464	AK151464.1	10090
26394	74181338	AK150905	AK150905.1	10090
26394	26331753	AK036861	AK036861.1	10090
26394	12846253	AK010654	AK010654.1	10090
26394	51593582	BC080661	BC080661.1	10090
26394	23894529	AL683897	AL683897.5	10090
26394	532042915	XM_005364230	XM_005364230.1	79684
26394	524921123	XM_005064776	XM_005064776.1	10036
26394	694662348	XM_009487931	XM_009487931.1	36300
14143	83318690	CT009635	CT009635.18	10090
14143	57863218	AC154679	AC154679.2	10090
14143	755500610	XM_011239789	XM_011239789.1	10090
14143	133893139	NM_024254	NM_024254.3	10090
14143	15214556	BC012402	BC012402.1	10090
14143	13096839	BC003216	BC003216.1	10090
14143	74219818	AK168639	AK168639.1	10090
14143	74193289	AK151464	AK151464.1	10090
14143	74181338	AK150905	AK150905.1	10090
14143	26331753	AK036861	AK036861.1	10090
14143	12846253	AK010654	AK010654.1	10090
14143	51593582	BC080661	BC080661.1	10090
14143	74220288	AK152570	AK152570.1	10090
14143	672046602	XM_006234712	XM_006234712.2	10116
14143	172354613	NM_001109645	NM_001109645.2	10116
14143	625248281	XM_007617242	XM_007617242.1	10029
14143	625201225	XM_003503587	XM_003503587.2	10029
14143	589960284	XM_006992658	XM_006992658.1	230844
14143	532042915	XM_005364230	XM_005364230.1	79684
14143	524921123	XM_005064776	XM_005064776.1	10036
14143	674064975	XM_008841146	XM_008841146.1	1026970
14143	674064973	XM_008841145	XM_008841145.1	1026970
14143	759104737	XM_011354858	XM_011354858.1	132908
14143	23894529	AL683897	AL683897.5	10090
14143	23894529	AL683897	AL683897.5	10090
3084	83318690	CT009635	CT009635.18	10090
3084	57863218	AC154679	AC154679.2	10090
3084	755500610	XM_011239789	XM_011239789.1	10090
3084	133893139	NM_024254	NM_024254.3	10090
3084	15214556	BC012402	BC012402.1	10090
3084	13096839	BC003216	BC003216.1	10090
3084	74220288	AK152570	AK152570.1	10090
3084	74219818	AK168639	AK168639.1	10090
3084	74193289	AK151464	AK151464.1	10090
3084	74181338	AK150905	AK150905.1	10090
3084	26331753	AK036861	AK036861.1	10090
3084	12846253	AK010654	AK010654.1	10090
3084	51593582	BC080661	BC080661.1	10090
3084	672046602	XM_006234712	XM_006234712.2	10116
3084	172354613	NM_001109645	NM_001109645.2	10116
3084	23894529	AL683897	AL683897.5	10090
3084	625248281	XM_007617242	XM_007617242.1	10029
3084	625201225	XM_003503587	XM_003503587.2	10029
3084	532042915	XM_005364230	XM_005364230.1	79684
3084	524921123	XM_005064776	XM_005064776.1	10036
3084	298916388	FQ219931	FQ219931.1	10116
3084	725563229	XM_003925899	XM_003925899.2	39432
3084	667346132	XM_008565281	XM_008565281.1	482537
3084	507578150	XM_004672540	XM_004672540.1	51337
3084	472390260	XM_004414387	XM_004414387.1	9708
3084	795495112	XM_011710852	XM_011710852.1	9545
3084	795495107	XM_011710851	XM_011710851.1	9545
3084	795422816	XM_012091996	XM_012091996.1	9531
3084	795422810	XM_012091995	XM_012091995.1	9531
3084	795422805	XM_012091994	XM_012091994.1	9531
3084	795422795	XM_012091993	XM_012091993.1	9531
3084	795180324	XM_011989106	XM_011989106.1	9568
3084	767985301	XM_011522021	XM_011522021.1	9606
3084	767985300	XM_005254668	XM_005254668.2	9606
3084	752423002	XM_011232285	XM_011232285.1	9646
3084	752423001	XM_002925208	XM_002925208.2	9646
3084	725586784	XM_010346265	XM_010346265.1	39432
3084	725586782	XM_010346264	XM_010346264.1	39432
3084	694958561	XR_674445	XR_674445.1	9598
3084	694958559	XM_009428732	XM_009428732.1	9598
3084	694958557	XM_009428731	XM_009428731.1	9598
3084	694958555	XM_009428730	XM_009428730.1	9598
3084	686747150	XM_009249664	XM_009249664.1	9601
3084	686747148	XM_009249662	XM_009249662.1	9601
3084	686747147	XM_002825257	XM_002825257.2	9601
3084	685549695	XM_009209865	XM_009209865.1	9555
3084	675688121	XM_009005623	XM_009005623.1	9483
3084	675678185	XM_008965597	XM_008965597.1	9597
3084	675678181	XM_008965593	XM_008965593.1	9597
3084	675678178	XM_008965592	XM_008965592.1	9597
3084	674064975	XM_008841146	XM_008841146.1	1026970
3084	674064973	XM_008841145	XM_008841145.1	1026970
3084	671019388	XM_008702291	XM_008702291.1	29073
3084	664715155	XR_544274	XR_544274.1	9798
3084	664715153	XM_008516347	XM_008516347.1	9798
3084	649111714	KJ894729	KJ894729.1	32630
3084	640776153	XR_503802	XR_503802.1	9478
3084	635136905	XM_008017147	XM_008017147.1	60711
3084	635136903	XM_008017146	XM_008017146.1	60711
3084	635136901	XM_008017145	XM_008017145.1	60711
3084	635136899	XM_008017144	XM_008017144.1	60711
3084	602701479	XM_007462523	XM_007462523.1	118797
3084	594665554	XM_007180823	XM_007180823.1	310752
3084	593744851	XM_007127723	XM_007127723.1	9755
3084	593744849	XM_007127722	XM_007127722.1	9755
3084	545196059	XM_005603167	XM_005603167.1	9796
3084	544442279	XM_005559082	XM_005559082.1	9541
3084	544442277	XM_005559081	XM_005559081.1	9541
3084	530406448	XM_005254667	XM_005254667.1	9606
3084	530406446	XM_005254666	XM_005254666.1	9606
3084	478494157	XM_004421370	XM_004421370.1	73337
3084	470596409	XM_004310933	XM_004310933.1	9739
3084	466029934	XM_004274041	XM_004274041.1	9733
3084	426378508	XM_004065331	XM_004065331.1	9595
3084	402873860	XM_003900723	XM_003900723.1	9555
3084	397466510	XM_003804950	XM_003804950.1	9597
3084	332247373	XM_003272785	XM_003272785.1	61853
3084	194688139	NM_024713	NM_024713.2	9606
3084	168743994	CU693167	CU693167.1	32630
3084	158262056	NR_003954	NR_003954.1	9606
3084	158259502	AK293021	AK293021.1	9606
3084	117645889	AM393535	AM393535.1	32630
3084	114656155	XM_001165269	XM_001165269.1	9598
3084	45709624	BC067801	BC067801.1	9606
3084	11182157	AL138916	AL138916.14	9606
3084	10438985	AK026210	AK026210.1	9606
3084	83404924	BC111000	BC111000.1	9606
3084	21734278	AL833631	AL833631.1	9606
3084	20072804	BC026234	BC026234.1	9606
3084	12053310	AL136908	AL136908.1	9606
3084	755741374	XM_003987306	XM_003987306.3	9685
3084	591322933	XM_007087499	XM_007087499.1	74533
3084	803317785	XM_012161728	XM_012161728.1	9938
3084	803262484	XR_001031325	XR_001031325.1	9938
3084	803142618	XR_001044941	XR_001044941.1	9940
3084	803091179	XM_004010418	XM_004010418.2	9940
3084	759104737	XM_011354858	XM_011354858.1	132908
3084	744567749	XM_010981163	XM_010981163.1	9838
3084	743738444	XM_010965317	XM_010965317.1	9837
3084	724936146	XM_010386317	XM_010386317.1	61622
5235	83318690	CT009635	CT009635.18	10090
5235	57863218	AC154679	AC154679.2	10090
5235	755500610	XM_011239789	XM_011239789.1	10090
5235	133893139	NM_024254	NM_024254.3	10090
5235	15214556	BC012402	BC012402.1	10090
5235	13096839	BC003216	BC003216.1	10090
5235	74220288	AK152570	AK152570.1	10090
5235	74219818	AK168639	AK168639.1	10090
5235	74193289	AK151464	AK151464.1	10090
5235	74181338	AK150905	AK150905.1	10090
5235	26331753	AK036861	AK036861.1	10090
5235	12846253	AK010654	AK010654.1	10090
5235	51593582	BC080661	BC080661.1	10090
5235	23894529	AL683897	AL683897.5	10090
5235	672046602	XM_006234712	XM_006234712.2	10116
5235	172354613	NM_001109645	NM_001109645.2	10116
6681	83318690	CT009635	CT009635.18	10090
6681	57863218	AC154679	AC154679.2	10090
6681	755500610	XM_011239789	XM_011239789.1	10090
6681	133893139	NM_024254	NM_024254.3	10090
6681	15214556	BC012402	BC012402.1	10090
6681	13096839	BC003216	BC003216.1	10090
6681	74219818	AK168639	AK168639.1	10090
6681	74193289	AK151464	AK151464.1	10090
6681	74181338	AK150905	AK150905.1	10090
6681	26331753	AK036861	AK036861.1	10090
6681	12846253	AK010654	AK010654.1	10090
6681	51593582	BC080661	BC080661.1	10090
6681	74220288	AK152570	AK152570.1	10090
6681	672046602	XM_006234712	XM_006234712.2	10116
6681	172354613	NM_001109645	NM_001109645.2	10116
6681	298916388	FQ219931	FQ219931.1	10116
6681	524921123	XM_005064776	XM_005064776.1	10036
6681	674064975	XM_008841146	XM_008841146.1	1026970
6681	674064973	XM_008841145	XM_008841145.1	1026970
6681	23894529	AL683897	AL683897.5	10090
6681	23894529	AL683897	AL683897.5	10090
6681	694662348	XM_009487931	XM_009487931.1	36300
7581	83318690	CT009635	CT009635.18	10090
7581	57863218	AC154679	AC154679.2	10090
7581	755500610	XM_011239789	XM_011239789.1	10090
7581	133893139	NM_024254	NM_024254.3	10090
7581	15214556	BC012402	BC012402.1	10090
7581	13096839	BC003216	BC003216.1	10090
7581	74220288	AK152570	AK152570.1	10090
7581	74219818	AK168639	AK168639.1	10090
7581	74193289	AK151464	AK151464.1	10090
7581	74181338	AK150905	AK150905.1	10090
7581	26331753	AK036861	AK036861.1	10090
7581	12846253	AK010654	AK010654.1	10090
7581	51593582	BC080661	BC080661.1	10090
7581	672046602	XM_006234712	XM_006234712.2	10116
7581	172354613	NM_001109645	NM_001109645.2	10116
7581	298916388	FQ219931	FQ219931.1	10116
7581	532042915	XM_005364230	XM_005364230.1	79684
7581	674064975	XM_008841146	XM_008841146.1	1026970
7581	674064973	XM_008841145	XM_008841145.1	1026970
7581	667346132	XM_008565281	XM_008565281.1	482537
7581	23894529	AL683897	AL683897.5	10090
8308	83318690	CT009635	CT009635.18	10090
8308	57863218	AC154679	AC154679.2	10090
8308	755500610	XM_011239789	XM_011239789.1	10090
8308	133893139	NM_024254	NM_024254.3	10090
8308	15214556	BC012402	BC012402.1	10090
8308	13096839	BC003216	BC003216.1	10090
8308	74220288	AK152570	AK152570.1	10090
8308	74219818	AK168639	AK168639.1	10090
8308	74193289	AK151464	AK151464.1	10090
8308	74181338	AK150905	AK150905.1	10090
8308	26331753	AK036861	AK036861.1	10090
8308	12846253	AK010654	AK010654.1	10090
8308	51593582	BC080661	BC080661.1	10090
8308	532042915	XM_005364230	XM_005364230.1	79684
8308	524921123	XM_005064776	XM_005064776.1	10036
8308	795495112	XM_011710852	XM_011710852.1	9545
8308	795495107	XM_011710851	XM_011710851.1	9545
8308	795422819	XM_012091997	XM_012091997.1	9531
8308	795422816	XM_012091996	XM_012091996.1	9531
8308	795180324	XM_011989106	XM_011989106.1	9568
8308	685549695	XM_009209865	XM_009209865.1	9555
8308	675688121	XM_009005623	XM_009005623.1	9483
8308	675678181	XM_008965593	XM_008965593.1	9597
8308	675678178	XM_008965592	XM_008965592.1	9597
8308	674064975	XM_008841146	XM_008841146.1	1026970
8308	674064973	XM_008841145	XM_008841145.1	1026970
8308	672046602	XM_006234712	XM_006234712.2	10116
8308	649111714	KJ894729	KJ894729.1	32630
8308	635136905	XM_008017147	XM_008017147.1	60711
8308	635136901	XM_008017145	XM_008017145.1	60711
8308	635136899	XM_008017144	XM_008017144.1	60711
8308	625248281	XM_007617242	XM_007617242.1	10029
8308	625201225	XM_003503587	XM_003503587.2	10029
8308	544442279	XM_005559082	XM_005559082.1	9541
8308	544442277	XM_005559081	XM_005559081.1	9541
8308	504130958	XM_004578209	XM_004578209.1	9978
8308	426378508	XM_004065331	XM_004065331.1	9595
8308	426354834	XR_174965	XR_174965.1	9595
8308	402873860	XM_003900723	XM_003900723.1	9555
8308	397466510	XM_003804950	XM_003804950.1	9597
8308	332247373	XM_003272785	XM_003272785.1	61853
8308	298916388	FQ219931	FQ219931.1	10116
8308	194688139	NM_024713	NM_024713.2	9606
8308	172354613	NM_001109645	NM_001109645.2	10116
8308	168743994	CU693167	CU693167.1	32630
8308	158262056	NR_003954	NR_003954.1	9606
8308	158259502	AK293021	AK293021.1	9606
8308	694958562	XM_009428733	XM_009428733.1	9598
8308	117645889	AM393535	AM393535.1	32630
8308	114656155	XM_001165269	XM_001165269.1	9598
8308	45709624	BC067801	BC067801.1	9606
8308	11182157	AL138916	AL138916.14	9606
8308	10438985	AK026210	AK026210.1	9606
8308	83404924	BC111000	BC111000.1	9606
8308	21734278	AL833631	AL833631.1	9606
8308	20072804	BC026234	BC026234.1	9606
8308	12053310	AL136908	AL136908.1	9606
8308	724936146	XM_010386317	XM_010386317.1	61622
8308	731217121	XM_010624607	XM_010624607.1	885580
8308	694918747	XR_022405	XR_022405.3	9598
8308	686747150	XM_009249664	XM_009249664.1	9601
8308	686747148	XM_009249662	XM_009249662.1	9601
8308	686747147	XM_002825257	XM_002825257.2	9601
8308	675713516	XR_610660	XR_610660.1	9597
8308	664715155	XR_544274	XR_544274.1	9798
8308	664715153	XM_008516347	XM_008516347.1	9798
8308	545196059	XM_005603167	XM_005603167.1	9796
8308	513000026	XM_004861494	XM_004861494.1	10181
8308	512923044	XM_004904824	XM_004904824.1	10181
8308	507578150	XM_004672540	XM_004672540.1	51337
8308	505828571	XM_004609537	XM_004609537.1	42254
8308	478494157	XM_004421370	XM_004421370.1	73337
8308	472390260	XM_004414387	XM_004414387.1	9708
8308	395837620	XM_003791681	XM_003791681.1	30611
8308	795372085	XM_011932690	XM_011932690.1	336983
8308	759104737	XM_011354858	XM_011354858.1	132908
8308	744567749	XM_010981163	XM_010981163.1	9838
8308	743738444	XM_010965317	XM_010965317.1	9837
8308	725563229	XM_003925899	XM_003925899.2	39432
8308	671019388	XM_008702291	XM_008702291.1	29073
8308	640813781	XM_008065408	XM_008065408.1	9478
8308	640776153	XR_503802	XR_503802.1	9478
8308	602701479	XM_007462523	XM_007462523.1	118797
8308	594665554	XM_007180823	XM_007180823.1	310752
8308	593744851	XM_007127723	XM_007127723.1	9755
8308	593744849	XM_007127722	XM_007127722.1	9755
8308	586531364	XM_006920527	XM_006920527.1	9402
8308	560937287	XM_006194388	XM_006194388.1	419612
8308	533132406	XM_005381162	XM_005381162.1	34839
8308	533132404	XM_005381161	XM_005381161.1	34839
8308	533132402	XM_005381160	XM_005381160.1	34839
8308	533132400	XM_005381159	XM_005381159.1	34839
8308	507963473	XM_004687953	XM_004687953.1	143302
8308	470596409	XM_004310933	XM_004310933.1	9739
8308	466029934	XM_004274041	XM_004274041.1	9733
8308	803317785	XM_012161728	XM_012161728.1	9938
8308	803262484	XR_001031325	XR_001031325.1	9938
8308	803142618	XR_001044941	XR_001044941.1	9940
8308	803091179	XM_004010418	XM_004010418.2	9940
8308	752423001	XM_002925208	XM_002925208.2	9646
3109	83318690	CT009635	CT009635.18	10090
3109	57863218	AC154679	AC154679.2	10090
3109	755500610	XM_011239789	XM_011239789.1	10090
3109	133893139	NM_024254	NM_024254.3	10090
3109	15214556	BC012402	BC012402.1	10090
3109	13096839	BC003216	BC003216.1	10090
3109	74220288	AK152570	AK152570.1	10090
3109	74219818	AK168639	AK168639.1	10090
3109	74193289	AK151464	AK151464.1	10090
3109	74181338	AK150905	AK150905.1	10090
3109	26331753	AK036861	AK036861.1	10090
3109	12846253	AK010654	AK010654.1	10090
3109	51593582	BC080661	BC080661.1	10090
3109	23894529	AL683897	AL683897.5	10090
5286	83318690	CT009635	CT009635.18	10090
5286	57863218	AC154679	AC154679.2	10090
5286	755500610	XM_011239789	XM_011239789.1	10090
5286	133893139	NM_024254	NM_024254.3	10090
5286	15214556	BC012402	BC012402.1	10090
5286	13096839	BC003216	BC003216.1	10090
5286	74220288	AK152570	AK152570.1	10090
5286	74219818	AK168639	AK168639.1	10090
5286	74193289	AK151464	AK151464.1	10090
5286	74181338	AK150905	AK150905.1	10090
5286	26331753	AK036861	AK036861.1	10090
5286	12846253	AK010654	AK010654.1	10090
5286	51593582	BC080661	BC080661.1	10090
5286	23894529	AL683897	AL683897.5	10090
5286	672046602	XM_006234712	XM_006234712.2	10116
5286	532042915	XM_005364230	XM_005364230.1	79684
5286	524921123	XM_005064776	XM_005064776.1	10036
5286	172354613	NM_001109645	NM_001109645.2	10116
5286	725563229	XM_003925899	XM_003925899.2	39432
5286	625248281	XM_007617242	XM_007617242.1	10029
5286	625201225	XM_003503587	XM_003503587.2	10029
5286	298916388	FQ219931	FQ219931.1	10116
5286	675688121	XM_009005623	XM_009005623.1	9483
5286	795495112	XM_011710852	XM_011710852.1	9545
5286	795495107	XM_011710851	XM_011710851.1	9545
5286	795422819	XM_012091997	XM_012091997.1	9531
5286	795422816	XM_012091996	XM_012091996.1	9531
5286	795180324	XM_011989106	XM_011989106.1	9568
5286	686747150	XM_009249664	XM_009249664.1	9601
5286	686747148	XM_009249662	XM_009249662.1	9601
5286	686747147	XM_002825257	XM_002825257.2	9601
5286	685549695	XM_009209865	XM_009209865.1	9555
5286	675678181	XM_008965593	XM_008965593.1	9597
5286	675678178	XM_008965592	XM_008965592.1	9597
5286	649111714	KJ894729	KJ894729.1	32630
5286	635136905	XM_008017147	XM_008017147.1	60711
5286	635136901	XM_008017145	XM_008017145.1	60711
5286	635136899	XM_008017144	XM_008017144.1	60711
5286	544442279	XM_005559082	XM_005559082.1	9541
5286	544442277	XM_005559081	XM_005559081.1	9541
5286	426378508	XM_004065331	XM_004065331.1	9595
5286	402873860	XM_003900723	XM_003900723.1	9555
5286	397466510	XM_003804950	XM_003804950.1	9597
5286	332247373	XM_003272785	XM_003272785.1	61853
5286	194688139	NM_024713	NM_024713.2	9606
5286	168743994	CU693167	CU693167.1	32630
5286	158262056	NR_003954	NR_003954.1	9606
5286	158259502	AK293021	AK293021.1	9606
5286	694958562	XM_009428733	XM_009428733.1	9598
5286	117645889	AM393535	AM393535.1	32630
5286	114656155	XM_001165269	XM_001165269.1	9598
5286	45709624	BC067801	BC067801.1	9606
5286	11182157	AL138916	AL138916.14	9606
5286	10438985	AK026210	AK026210.1	9606
5286	83404924	BC111000	BC111000.1	9606
5286	21734278	AL833631	AL833631.1	9606
5286	20072804	BC026234	BC026234.1	9606
5286	12053310	AL136908	AL136908.1	9606
5286	674064975	XM_008841146	XM_008841146.1	1026970
5286	674064973	XM_008841145	XM_008841145.1	1026970
5286	667346132	XM_008565281	XM_008565281.1	482537
5286	664715155	XR_544274	XR_544274.1	9798
5286	664715153	XM_008516347	XM_008516347.1	9798
5286	545196059	XM_005603167	XM_005603167.1	9796
5286	507578150	XM_004672540	XM_004672540.1	51337
5286	505828571	XM_004609537	XM_004609537.1	42254
5286	478494157	XM_004421370	XM_004421370.1	73337
5286	472390260	XM_004414387	XM_004414387.1	9708
5286	640776153	XR_503802	XR_503802.1	9478
5286	426354834	XR_174965	XR_174965.1	9595
5286	767985300	XM_005254668	XM_005254668.2	9606
5286	724936146	XM_010386317	XM_010386317.1	61622
5286	694958561	XR_674445	XR_674445.1	9598
5286	675678185	XM_008965597	XM_008965597.1	9597
5286	504130958	XM_004578209	XM_004578209.1	9978
5286	395837620	XM_003791681	XM_003791681.1	30611
5286	24414566	AC079203	AC079203.9	9606
5286	795422810	XM_012091995	XM_012091995.1	9531
5286	795422805	XM_012091994	XM_012091994.1	9531
5286	795422795	XM_012091993	XM_012091993.1	9531
5286	767985301	XM_011522021	XM_011522021.1	9606
5286	759104737	XM_011354858	XM_011354858.1	132908
5286	744567749	XM_010981163	XM_010981163.1	9838
5286	743738444	XM_010965317	XM_010965317.1	9837
5286	731217121	XM_010624607	XM_010624607.1	885580
5286	725586784	XM_010346265	XM_010346265.1	39432
5286	725586782	XM_010346264	XM_010346264.1	39432
5286	694958559	XM_009428732	XM_009428732.1	9598
5286	694958557	XM_009428731	XM_009428731.1	9598
5286	694958555	XM_009428730	XM_009428730.1	9598
5286	671019388	XM_008702291	XM_008702291.1	29073
5286	640813781	XM_008065408	XM_008065408.1	9478
5286	635136903	XM_008017146	XM_008017146.1	60711
5286	602701479	XM_007462523	XM_007462523.1	118797
5286	594665554	XM_007180823	XM_007180823.1	310752
5286	593744851	XM_007127723	XM_007127723.1	9755
5286	593744849	XM_007127722	XM_007127722.1	9755
5286	586531364	XM_006920527	XM_006920527.1	9402
5286	560937287	XM_006194388	XM_006194388.1	419612
5286	530406448	XM_005254667	XM_005254667.1	9606
17803	755500610	XM_011239789	XM_011239789.1	10090
17803	133893139	NM_024254	NM_024254.3	10090
17803	15214556	BC012402	BC012402.1	10090
17803	13096839	BC003216	BC003216.1	10090
17803	74219818	AK168639	AK168639.1	10090
17803	74193289	AK151464	AK151464.1	10090
17803	74181338	AK150905	AK150905.1	10090
17803	26331753	AK036861	AK036861.1	10090
17803	12846253	AK010654	AK010654.1	10090
17803	83318690	CT009635	CT009635.18	10090
17803	57863218	AC154679	AC154679.2	10090
17803	51593582	BC080661	BC080661.1	10090
17803	74220288	AK152570	AK152570.1	10090
17803	672046602	XM_006234712	XM_006234712.2	10116
17803	172354613	NM_001109645	NM_001109645.2	10116
17803	625248281	XM_007617242	XM_007617242.1	10029
17803	625201225	XM_003503587	XM_003503587.2	10029
17803	589960284	XM_006992658	XM_006992658.1	230844
17803	532042915	XM_005364230	XM_005364230.1	79684
17803	524921123	XM_005064776	XM_005064776.1	10036
17803	674064975	XM_008841146	XM_008841146.1	1026970
17803	674064973	XM_008841145	XM_008841145.1	1026970
17803	759104737	XM_011354858	XM_011354858.1	132908
17803	507578150	XM_004672540	XM_004672540.1	51337
17803	23894529	AL683897	AL683897.5	10090
17803	23894529	AL683897	AL683897.5	10090
17803	533132406	XM_005381162	XM_005381162.1	34839
17803	533132404	XM_005381161	XM_005381161.1	34839
17803	533132402	XM_005381160	XM_005381160.1	34839
17803	533132400	XM_005381159	XM_005381159.1	34839
17803	507695521	XM_004643128	XM_004643128.1	10160
17803	298916388	FQ219931	FQ219931.1	10116
13042	83318690	CT009635	CT009635.18	10090
13042	57863218	AC154679	AC154679.2	10090
13042	755500610	XM_011239789	XM_011239789.1	10090
13042	133893139	NM_024254	NM_024254.3	10090
13042	15214556	BC012402	BC012402.1	10090
13042	13096839	BC003216	BC003216.1	10090
13042	74219818	AK168639	AK168639.1	10090
